price,rooms,address
"$1,600 /mo","3 Beds, 2 Baths",House for Rent
$800 /mo,"1 Bed, 2.25 Baths","2420 S 83rd E Ave, Tulsa, OK 74129"
"$1,460 /mo","3 Beds, 2 Baths",Apartment for Rent
"$1,100 /mo","2 Beds, 1 Bath","1733 E Young Pl, Tulsa, OK 74110"
"$1,550 /mo","3 Beds, 2 Baths",House for Rent
$975/mo,"3 Beds, 1 Bath","10921 E 25th St, Tulsa, OK 74129"
"$1,235/mo","3 Beds, 2 Baths",House for Rent
"$1,500 /mo","2 Beds, 2 Baths","2030 N Trenton Ave, Tulsa, OK 74106"
"$1,110 /mo","2 Beds, 1 Bath",House for Rent
"$1,875 /mo","3 Beds, 2 Baths","3711 S Indianapolis Ave, Tulsa, OK 74135"
"$1,800 /mo","3 Beds, 2 Baths",Apartment for Rent
"$1,275 /mo","2 Beds, 1 Bath","4604 N Boston Pl, Tulsa, OK 74126"
"$1,099/mo","2 Beds, 2.5 Baths",House for Rent
"$1,060/mo","3 Beds, 1 Bath","628 S Quaker Ave, Tulsa, OK 74120"
"$1,095 /mo","2 Beds, 1 Bath",House for Rent
"$1,150/mo","2 Beds, 2 Baths","3711 S Indianapolis Ave, Tulsa, OK 74135"
"$2,695 /mo","4 Beds, 3 Baths",Apartment for Rent
$995 /mo,"2 Beds, 1 Bath","410 S 69th E Ave, Tulsa, OK 74112"
"$1,495/mo","3 Beds, 2.5 Baths",House for Rent
"$1,400/mo","3 Beds, 2.5 Baths","8102 E 65th Pl, Tulsa, OK 74133"
"$1,295 /mo","2 Beds, 1 Bath",Apartment for Rent
"$1,600 /mo","3 Beds, 2 Baths","8104 E 65th Pl, Tulsa, OK 74133"
"$1,195 /mo","2 Beds, 2 Baths",Apartment for Rent
"$1,550 /mo","3 Beds, 1 Bath","228 S Quebec Ave, Tulsa, OK 74112"
"$3,500 /mo","5 Beds, 3.25 Baths",House for Rent
"$3,950 /mo","4 Beds, 3.25 Baths","3723 W 53rd Pl, Tulsa, OK 74107"
"$1,625 /mo","3 Beds, 2 Baths",House for Rent
"$1,650 /mo","3 Beds, 2 Baths","10630 E Admiral Pl, Tulsa, OK 74116"
"$1,595 /mo","3 Beds, 2 Baths",House for Rent
"$1,250 /mo","2 Beds, 2 Baths","1335 E 42nd Pl, Tulsa, OK 74105"
"$1,775 /mo","4 Beds, 2 Baths",House for Rent
"$1,865 /mo","3 Beds, 2 Baths","13613 S 21st St E, Bixby, OK 74008"
"$1,885 /mo","3 Beds, 2 Baths",House for Rent
"$2,100 /mo","4 Beds, 2 Baths","514 Oak Ridge Dr, Sand Springs, OK 74063"
"$1,700 /mo","3 Beds, 2 Baths",House for Rent
"$2,000 /mo","3 Beds, 2 Baths","1606 S 31st St, Broken Arrow, OK 74014"
"$1,675 /mo","3 Beds, 2 Baths",House for Rent
"$1,450 /mo","3 Beds, 1.5 Baths","25822 Lariat Cir, Broken Arrow, OK 74014"
"$1,895 /mo","3 Beds, 2 Baths",House for Rent
"$1,400 /mo","3 Beds, 1 Bath","8112 E Reno St, Broken Arrow, OK 74014"
"$3,000 /mo","6 Beds, 2.5 Baths",House for Rent
"$1,595 /mo","3 Beds, 2 Baths","2915 Creekside Dr, Catoosa, OK 74015"
"$1,875 /mo","3 Beds, 2 Baths",House for Rent
"$1,750 /mo","3 Beds, 2.5 Baths","7409 E 158th St S, Bixby, OK 74008"
"$1,575 /mo","3 Beds, 2 Baths",House for Rent
"$1,450 /mo","4 Beds, 1 Bath","2014 Angus Dr, Broken Arrow, OK 74014"
"$2,900 /mo","4 Beds, 2.25 Baths",House for Rent
"$1,695 /mo","4 Beds, 2 Baths","10611 E 114th St, Bixby, OK 74008"
"$1,550 /mo","4 Beds, 2 Baths",House for Rent
$825 /mo,"1 Bed, 1 Bath","13507 S 95th E Ave, Bixby, OK 74008"
"$3,250 /mo","4 Beds, 2.5 Baths",House for Rent
"$1,795 /mo","3 Beds, 2 Baths","14212 N 75th E Ave, Collinsville, OK 74021"
"$1,100 /mo","2 Beds, 1 Bath",House for Rent
"$1,695 /mo","3 Beds, 2 Baths","1209 S 36th St, Broken Arrow, OK 74014"
"$3,600 /mo","4 Beds, 3.5 Baths",House for Rent
"$2,750 /mo","5 Beds, 3 Baths","7511 E 158th St S, Bixby, OK 74008"
"$1,850 /mo","3 Beds, 2 Baths",House for Rent
"$3,000 /mo","6 Beds, 2.5 Baths","11705 S Vine St, Jenks, OK 74037"
"$2,495 /mo","3 Beds, 3 Baths",House for Rent
"$2,250 /mo","4 Beds, 2.5 Baths","2716 East 140th Pl S, Bixby, OK 74008"
"$3,650 /mo","4 Beds, 4 Baths",House for Rent
"$3,600 /mo","3 Beds, 2 Baths","10606 N 120th E Ave, Owasso, OK 74055"
"$2,695 /mo","3 Beds, 3 Baths",House for Rent
"$1,600 /mo","3 Beds, 2 Baths","12660 S 71st E Ave, Bixby, OK 74008"
"$1,695 /mo","4 Beds, 2 Baths",House for Rent
"$1,660 /mo","3 Beds, 2 Baths","3529 E New Haven St, Broken Arrow, OK 74014"
"$2,190 /mo","3 Beds, 2 Baths",House for Rent
"$2,150 /mo","4 Beds, 2.5 Baths","7104 S Kalanchoe Ave, Broken Arrow, OK 74011"
"$2,400 /mo","4 Beds, 2 Baths",House for Rent
"$1,860 /mo","4 Beds, 2 Baths","1030 N Hickory Ave, Broken Arrow, OK 74012"
"$2,280 /mo","4 Beds, 2.5 Baths",House for Rent
"$1,600 /mo","3 Beds, 2 Baths","1605 S 6th Pl, Broken Arrow, OK 74012"
"$1,640 /mo","3 Beds, 2 Baths",House for Rent
"$2,125 /mo","3 Beds, 2 Baths","8506 E 161st Pl S, Bixby, OK 74008"
"$2,150 /mo","3 Beds, 2 Baths",House for Rent
"$1,800 /mo","3 Beds, 2 Baths","10617 N 117th E Ct, Owasso, OK 74055"
$745/mo,"2 Beds, 1 Bath",House for Rent
"$1,650 /mo","3 Beds, 2 Baths","1804 W Inglewood St, Broken Arrow, OK 74011"
"$1,300 /mo","2 Beds, 1 Bath",House for Rent
"$2,150 /mo","3 Beds, 2 Baths","25 E 32nd St, Sand Springs, OK 74063"
"$1,750 /mo","4 Beds, 2 Baths",House for Rent
