rent,rooms,bathrooms,sqft,address
420000,3,3,1765,"1044 E Clinton St, Phoenix, AZ 85020"
365000,2,2,4578,"2725 E Mine Creek Rd #2166, Phoenix, AZ 85024"
925000,4,4,1091,"1827 E South Fork Dr, Phoenix, AZ 85048"
529900,4,4,1967,"7541 N 35th Dr, Phoenix, AZ 85051"
375000,3,3,2894,"4624 E Cheyenne Dr, Phoenix, AZ 85044"
916000,4,4,13939.2,"16626 N 43rd St, Phoenix, AZ 85032"
509000,4,4,2535,"10662 N 33rd Pl, Phoenix, AZ 85028"
599000,4,4,15681.6,"2423 W Crimson Ter, Phoenix, AZ 85085"
255000,1,1,1209,"1012 E Osborn Rd Unit C, Phoenix, AZ 85014"
354000,3,3,7471,"1414 E Romley Ave, Phoenix, AZ 85040"
335000,1,1,2218,"114 W Adams St #704, Phoenix, AZ 85003"
307000,2,2,27878.4,"2621 W Willow Ave, Phoenix, AZ 85029"
875000,4,4,2309,"4532 E Grandview Rd, Phoenix, AZ 85032"
844000,3,3,6527,"2366 E Sahuaro Dr, Phoenix, AZ 85028"
1145000,3,3,2162,"14025 N 16th St, Phoenix, AZ 85022"
359000,3,3,6050,"7343 W Vernon Ave, Phoenix, AZ 85035"
640000,4,4,745,"1731 E Windsong Dr, Phoenix, AZ 85048"
722000,4,4,72,"16040 N 46th Pl, Phoenix, AZ 85032"
214900,1,1,1352,"3828 N 32nd St #102, Phoenix, AZ 85018"
314000,2,2,2300,"7827 W Palm Ln, Phoenix, AZ 85035"
960000,4,4,751,"938 E Coronado Rd, Phoenix, AZ 85006"
425000,4,4,10018.8,"110 E Valley View Dr, Phoenix, AZ 85042"
472000,4,4,2114,"16036 N 11th Ave #1067, Phoenix, AZ 85023"
1649000,4,4,10890.0,"3808 E Fairmount Ave, Phoenix, AZ 85018"
420000,3,3,1765,"1044 E Clinton St, Phoenix, AZ 85020"
365000,2,2,4578,"2725 E Mine Creek Rd #2166, Phoenix, AZ 85024"
925000,4,4,1091,"1827 E South Fork Dr, Phoenix, AZ 85048"
529900,4,4,1967,"7541 N 35th Dr, Phoenix, AZ 85051"
375000,3,3,2894,"4624 E Cheyenne Dr, Phoenix, AZ 85044"
916000,4,4,13939.2,"16626 N 43rd St, Phoenix, AZ 85032"
509000,4,4,2535,"10662 N 33rd Pl, Phoenix, AZ 85028"
599000,4,4,15681.6,"2423 W Crimson Ter, Phoenix, AZ 85085"
255000,1,1,1209,"1012 E Osborn Rd Unit C, Phoenix, AZ 85014"
354000,3,3,7471,"1414 E Romley Ave, Phoenix, AZ 85040"
335000,1,1,2218,"114 W Adams St #704, Phoenix, AZ 85003"
307000,2,2,27878.4,"2621 W Willow Ave, Phoenix, AZ 85029"
875000,4,4,2309,"4532 E Grandview Rd, Phoenix, AZ 85032"
844000,3,3,6527,"2366 E Sahuaro Dr, Phoenix, AZ 85028"
1145000,3,3,2162,"14025 N 16th St, Phoenix, AZ 85022"
359000,3,3,6050,"7343 W Vernon Ave, Phoenix, AZ 85035"
640000,4,4,745,"1731 E Windsong Dr, Phoenix, AZ 85048"
722000,4,4,72,"16040 N 46th Pl, Phoenix, AZ 85032"
214900,1,1,1352,"3828 N 32nd St #102, Phoenix, AZ 85018"
314000,2,2,2300,"7827 W Palm Ln, Phoenix, AZ 85035"
960000,4,4,751,"938 E Coronado Rd, Phoenix, AZ 85006"
425000,4,4,10018.8,"110 E Valley View Dr, Phoenix, AZ 85042"
472000,4,4,2114,"16036 N 11th Ave #1067, Phoenix, AZ 85023"
1649000,4,4,10890.0,"3808 E Fairmount Ave, Phoenix, AZ 85018"
